0	1	2	3	4	5	6	7
Tfdp1/2/3.2	0.676979878451155	0.659651402187715	0.361121073970422	0.120119067681897	0.600997100936241	0.83371891631591	0.00922075498824014	0.133306519859649
Arf1/2/3/4/5/6	0.123936166900083	0.352990999489351	1	0.256947311670012	1	0.358473936353592	0.276913187952943	0.265236693126341
Etv1/4/5	1	1	0.499461192019133	0.739761980568504	0.514290131172752	0.600216147025811	0.127460173704023	1
Nfe2l1/2/3	1	0.656527830897797	1	0.433746911352525	0.596357892843616	0.831696669373841	0.645726215893435	0.466890987123887
Ceh-31.2	0.532980526776332	0.252956402607715	0.891735020440929	0.326739251700211	0.119331922942896	1	0.910167718728457	0.315612355650913
Hoxb1.3	0.816719324511103	0.0568907576818971	0.935287591969273	0.201716460631137	0.603127507525293	0.350394190497908	0.00816610991666022	0.320848114577644
Her	0.000440637978783744	0.656527830897797	0.854747358654296	0.18326337839874	0.796339969756104	0.831696669373841	0.362036755666881	1
Foxj2/3.3	0.163906306756432	0.745311790915875	0.418376583018374	0.8464681338586	0.177141395992236	0.0420131603	3.98622823727667e-05	0.111302986252744
Arx.4	0.487199395934623	0.0327651968126641	0.478327563494621	0.192514831450395	0.130082347659469	0.815626801816929	0.0017252844354293	1
Tbx20.3	0.0336762743873854	0.424081128226456	0.258217660438312	0.744930763455495	1	1	0.7111135740052	1
Znf143	0.568802568137323	0.357976050467951	0.804980781465901	0.462370005131201	0.465388673156376	0.244352735400336	0.212231239770615	0.283140281047854
Nr6a1.1	0.812004250062707	0.312443295849349	0.835585288483226	0.365285597359053	1	0.144505966911025	0.292136494986239	0.381786240973754
Tlx1/2.1	0.890222167000292	0.00510050804469393	0.808890400653339	1	0.304568321303579	0.780405872872372	0.00337882265549803	1
Rx/3	0.479172878559672	0.132262501525498	0.221933656930568	0.556506832293386	0.132879806690224	0.476694875869146	1	0.396857251201334
Zic1/2/3.4	0.019951315751859	0.427612113125214	0.666276191843552	0.756247688574692	1	0.800368891340719	0.366971189267503	0.35847278193507
Cdc5l	0.735766452252996	0.157939181207427	0.0699761173337045	1	0.398618025118015	0.732816825996433	1	1
Mybl1/2	0.276441938855599	1	0.229129427595228	1	0.162122924827641	0.718334033165473	0.797413297081153	1
Tp53/63/73	0.420254070198828	1	0.344070049343558	1	1	0.577536467497815	0.025679978330514	0.309183277220467
Uncx4.1.5	0.307633360844742	0.791752228634943	1	1	1	0.30817602851033	0.0138765729271271	1
Atf1.40	0.55304262608759	0.758863064962048	0.792361658102638	0.256947311670012	0.0110158865923065	0.358473936353592	0.66364619823671	1
KH.C1.1304	1	0.00916426331963805	0.412869666123988	0.831737921000389	0.59582563767875	1	0.0022881975433944	0.440118337225241
Hat1	1	0.507802665377923	0.785311262332675	0.697767547081029	1	0.349959033825176	0.0367035271995712	1
Barhl1/2.4	0.83437594519044	0.660300827456597	0.0538467296290068	0.513775469417822	0.513852145663528	0.598786837442268	0.0660414051748742	0.322916126527969
Grhl1/2/3	0.0581737425980848	0.0751748340460932	0.357696056009596	0.796397679871178	0.596357892843616	0.399832779903261	0.166752582942158	0.466890987123887
Sox14/21	0.477510446183699	0.382443454514841	0.604845019296782	0.103915341881978	0.657810980469019	0.550642217603809	0.436936366766435	0.452368875530756
Ppp1r13b	0.619884461991353	0.0183239397386577	0.829566440548937	0.762295723077513	1	1	0.00631344688523018	1
Dmbx1.2	1	1	1	1	0.616746603531867	1	0.201821370071233	1
Hoxa2b	0.831665594469063	0.910534073793073	0.0312984203382874	0.425498976390134	0.791089147052717	0.829588736041654	0.18474141443141	0.524290974397318
Hoxd3	0.403156450227254	0.273749268899801	0.146674087990128	0.120119067681897	0.123330393770804	0.676169867302748	0.096877928775824	1
Barhl1/2	0.479172878559672	0.223928851282647	0.537317231472927	0.371689091109464	0.559384371209611	0.813242514172071	0.864382964919471	1
Zeb1/2	0.167628232855521	0.767162770321539	0.463163941592613	0.723677331133313	0.724369924665919	0.168331256637551	1.50406215569441e-05	1
Hoxb2/3.58	0.242724205060908	0.530386927824669	0.798092949397969	0.718242357767949	1	1	0.390294845121514	1
Barx1/2.15	0.83437594519044	0.660300827456597	0.0538467296290068	0.513775469417822	0.513852145663528	0.598786837442268	0.0660414051748742	0.322916126527969
Hes1/2/4	0.262401766083185	0.81352960476875	0.845520327438625	0.774144342963581	0.579476830822633	0.166698189266242	0.327175894151652	1
Hoxc10/11.7	0.444449385428409	0.590537366448028	0.504214933912197	0.345155920444471	0.349198210997823	0.30870706744714	0.712948720995294	0.350508432430568
Klf10/11/2/4.1	0.0113443814588325	0.427612113125214	0.666276191843552	0.358429226096809	1	0.616156387156453	0.00148753128269811	1
Sox1/2/3	0.86134400784687	1	0.284258818354766	1	0.828810561109253	0.727971858460113	0.446945255289402	0.598713042712506
Ebf1/2/3/4.1	0.582786225780643	0.439042197970852	0.425162115755789	0.172584688697341	0.364777364029631	0.354360483778985	0.423460729330407	1
Ppp2r4;Prdm15	0.807176346437543	0.118760405159515	0.0151548207718136	0.762295723077513	0.0653550727094109	0.804377537955637	0.103294713817613	0.366339743942574
Hmbox1	0.341123768694028	0.500122743389885	0.091576632198099	0.160215943060267	0.0467189258746043	0.747324349626644	0.907090744074071	0.0937363940997363
Ybx1/2.2	0.84201084998621	0.0189030926014382	0.60215977665681	0.321661781594527	0.321995136506665	0.109411131555459	2.29872043697515e-07	0.154383119777974
Crebzf;Creb3l1/2/3;Crebbp.1	0.00402110092307139	0.828859163038543	0.231212194063031	0.146093197215985	0.55100545837781	0.491034690321206	0.0013447428630345	0.0198489866864595
Ets96b	0.776419003217608	0.0677290328109561	0.0476740761622197	1	1	0.0190979026534545	0.301636457741276	1
KH.C10.148	1	0.0662685487879357	0.459228964305471	0.462370005131201	0.267143572156796	0.0718467661764945	0.212231239770615	1
Xbp1.1	0.407077058662215	0.516131926753773	0.147759639546895	1	0.606081732127952	0.836121004696597	0.228759787302723	1
Yer130c	0.904604494726724	0.0227029316788742	0.67394604073718	2.31428792289713e-09	0.134745112125116	0.545570884239847	0.11362965414974	0.0434266161935502
Atf3.8	0.685537817703878	1	0.286401951257237	0.614605061869181	0.443781607212309	1	0.0752345920131848	1
Hey1/2.2	0.4845616259085	0.623628685974068	0.419870840617328	0.136899332063762	0.770550933983147	0.358847373295285	0.401346668000922	0.404254801862748
Tbp.7	0.167241378105541	0.301324008639207	0.0833069879739051	0.0868813118638493	1	0.3180266481153	0.0204027004551105	0.158673037270558
Mef2d	0.802712432708323	0.427612113125214	0.826451492921973	0.358429226096809	1	0.800368891340719	0.715431169375242	1
Six3/4/6.15	0.622184329425905	0.645237518962285	0.0441742426552476	0.784469087220791	0.5396992479798	0.581211762119384	0.00821510120272224	0.866895602910403
KH.C10.150.10	0.79142911178772	0.404237993132752	0.159326417458299	1	1	0.422745596589541	1	1
KH.C10.113.173	0.0295217425962454	0.408172325765288	0.305456044029084	0.3246691985895	1	0.0291807820774463	1.8675269284409e-07	0.517031084459203
Hoxc4/5.1	0.527136921825853	0.0288700402532871	0.211735042472493	0.422612674573618	0.69008042860136	0.421727294223073	1	1
Vdr	0.47278697580465	0.312443295849349	0.673658762036426	0.766714771189202	0.365965231380636	0.225054316786158	0.00062808752943167	1
Sf1	0.0268548439933197	0.247873952512412	1	0.726886457483232	0.080841458091792	0.577536467497815	0.00813488550389151	1
Creb3l3	0.865835900520104	0.209845229503946	1	1	1	0.299120986520362	0.454886211288739	0.0148612509574099
KH.C10.106.5	0.880526394191311	0.151224519962078	0.290598336025599	0.346664947628639	0.129111870184265	0.0956718392045229	0.0110182086486093	0.637095027353086
