0	1	2	3	4	5	6	7
Tfdp1/2/3.2	0.715554360475506	0.787028225658649	0.465507410162518	0.260450829989404	0.544787969911235	0.16117976675001	0.0187886006277654	0.870939213632648
Arf1/2/3/4/5/6	0.473999221838251	0.929342512078761	0.00996278571310082	0.140888381172376	0.371444828128733	0.802794261507427	0.474684746781982	0.669502972218549
Etv1/4/5	0.533111626168654	1	0.654023187682445	1	0.862785041043885	0.66352565076439	0.171207267715436	0.460389243183408
Nfe2l1/2/3	0.254446827459178	0.655062074124168	0.38613312024835	0.0685591388807122	0.45257800264297	0.833341214581565	0.588468284413711	0.471273741738779
Ceh-31.2	0.900251260871548	0.0690840740893254	0.772101434889867	0.757253469774998	0.00603428815689739	0.895615243362601	0.573449277452371	0.501486109592466
Hoxb1.3	0.609722490600833	0.0115302594871003	0.305741690761127	0.879295294069323	0.0593503007347419	1	0.82490384856737	0.0275092199870194
Her	0.281782329366342	0.00303597220281428	0.958304181278475	0.944404518558165	0.358819038244838	0.0576149941708536	0.387808703077357	0.287274861185611
Foxj2/3.3	0.450980838068546	0.0932580638646962	0.133870307163573	0.83017734275146	0.563295771564106	0.903380147211789	5.12925832677272e-07	0.00460291477886208
Arx.4	0.642503890129994	0.00107149620106133	0.886375341009159	0.785251105789365	0.236374897376293	0.516986609574732	0.662421197317732	0.859925838893965
Tbx20.3	0.112631424222595	0.461955741298649	0.00712778954777044	0.0273540675730973	0.0833484442201833	0.447189888165104	0.0853319683264899	0.594931444343497
Znf143	0.754791782707875	0.486519687042251	0.885526764755059	0.631048996613701	0.626295890255165	0.0860407026489502	0.888441597905622	1
Nr6a1.1	0.93233574808753	0.637102018176158	0.432572893589605	0.14251851011146	0.396110198559334	0.108328821321852	0.819064790443399	0.822750810708626
Tlx1/2.1	0.869203506132779	0.00271315488874696	0.0943428160028852	0.786765498750366	0.03993281659189	0.00331735681392947	0.843748253631624	0.884301333145368
Rx/3	0.689918295636773	0.790012627579289	0.825368317926575	0.92159675707413	0.550284021441227	0.31559341532627	0.615970288954952	0.829968433801641
Zic1/2/3.4	0.656479650458236	0.21610642227252	0.58398315590675	0.583687459415168	0.195771524764151	1	0.790224753160862	1
Cdc5l	0.0402156386454899	0.253826128245535	0.478794766596147	0.916358453529541	1	0.475349541190935	0.878263255878901	0.10348885435807
Mybl1/2	0.676363614450078	0.515884417853602	0.354906792725046	0.0996232629189524	0.75475946307129	0.162416372586316	0.500212601410354	1
Tp53/63/73	0.872311386872522	0.0393337804661775	0.182458721680859	0.843115078599194	0.763818562726819	0.448908559619394	0.718445723509078	0.28019198486477
Uncx4.1.5	0.703321678106339	0.670985782348538	0.104610062278119	0.0897148969843802	0.775247420318212	0.873121345805981	1	0.538880811116595
Atf1.40	0.314298343450198	0.863612510355844	0.475044780006937	0.923894306957549	0.28983410080042	0.5177073289149	0.237252657305043	0.676397771422841
KH.C1.1304	0.462316189516858	0.000104018480014511	0.694360683032638	0.811489901589971	0.412353343225625	0.491242258740455	8.46007546833576e-05	0.75703864472999
Hat1	0.0947097736659091	0.922244533556993	0.255513184267903	1	0.0153206805817018	0.0970511933225729	0.580779534034414	1
Barhl1/2.4	0.936385498250199	0.183008008536937	0.555579372722177	0.350269327679291	0.00836062479120674	0.900255813952459	0.351593387664276	0.456435602353813
Grhl1/2/3	1	0.93828385809924	1	0.731478918246057	0.544572813514849	0.770643777144429	0.381726525994989	0.0591962234344934
Sox14/21	1	0.187557436104153	0.833414734708384	0.399576027825054	0.0466537632727694	0.599771304387863	0.461678644974994	0.332127866351309
Ppp1r13b	0.0784262965501708	2.7771052163139e-05	0.309152159703127	0.52766400903159	0.0018302477634292	0.878046711314699	0.262869983913155	0.694344932973146
Dmbx1.2	0.0208321686052427	0.369584569275187	0.339106685923174	0.202757337667197	0.150078755311389	0.718264486925131	0.215059484269455	0.755344090425935
Hoxa2b	0.872819030728403	0.212839962270586	0.554255778257579	0.401531716360161	0.00706366733555006	0.966576886749629	0.332026656132812	0.454466272807793
Hoxd3	0.399122368433994	0.708457539705178	0.350658525969885	0.0162825635230983	0.599792242903868	0.00141279425212843	0.0964196704096515	0.822878583651516
Barhl1/2	0.482930214966869	1	0.329758381190636	0.744859850642243	0.660913619055143	0.269991534615429	0.477693357389432	1
Zeb1/2	0.579373039953801	0.00803549264230182	0.769967190906182	0.282423688118813	0.694120925787867	0.619968707518797	0.01547022482331	0.831987850859077
Hoxb2/3.58	0.244266123473531	0.517640741607464	0.840201590334935	0.323107697800849	0.2035056843	0.321639952011407	0.947974672542238	0.334386870229635
Barx1/2.15	0.936385498250199	0.183008008536937	0.555579372722177	0.350269327679291	0.00836062479120674	0.900255813952459	0.351593387664276	0.456435602353813
Hes1/2/4	0.576649377912373	0.213109134090786	0.358597232929426	0.358768339333323	0.216147188033436	0.696257340356453	0.468375007199049	1
Hoxc10/11.7	0.394982180768696	0.448566468280432	0.753548535450545	0.59976469139651	0.596106830779996	0.284698637960794	0.593414827045233	0.822750810708626
Klf10/11/2/4.1	0.181225981845202	0.709892355283235	0.757632402633753	0.0478392106063992	0.156563082629883	0.576097909175563	0.133404056604038	0.858994330837667
Sox1/2/3	0.362608560545038	0.206213987587735	0.141528721636903	0.623301901838123	0.723212152199722	1	0.385823394100844	0.446845688197758
Ebf1/2/3/4.1	0.0883804275944561	0.321154928622828	0.88118872918141	0.0888940205191041	0.613712659837233	0.30894707619932	0.167126487366282	0.27402852148058
Ppp2r4;Prdm15	0.516033307813238	0.809519594945778	0.789862597777355	0.0897385530035447	0.928300631146438	0.363463551630285	0.363508802668296	0.697257156474267
Hmbox1	0.338968577555505	0.046516637672415	0.813665992414123	0.81361614686801	0.00322550756181856	0.94673144939703	0.566714411921228	0.397502359457308
Ybx1/2.2	0.558510832475141	0.0247702498604294	0.952203992650521	0.574751320906053	0.291970386560452	0.196125746915754	1.26791995821559e-07	0.861447060313197
Crebzf;Creb3l1/2/3;Crebbp.1	0.0316402114285732	0.00296203003718012	0.0663011179809368	0.0023219378491178	0.229865382478296	0.613778315341598	0.00292137228758641	0.000174698727868069
